BLDGCL,TAXCLASS,LTFRONT,LTDEPTH,EXT,STORIES,FULLVAL,AVLAND,AVTOT,EXLAND,EXTOT,EXCD1,BLDFRONT,BLDDEPTH,AVLAND2,AVTOT2,EXLAND2,EXTOT2,YEAR,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,NTA,OWNER_RICHNESS,BIN_POPULARNESS,LTFRONT_WAS_NAN,LTDEPTH_WAS_NAN,STORIES_WAS_NAN,EXLAND_WAS_NAN,EXTOT_WAS_NAN,BLDFRONT_WAS_NAN,BLDDEPTH_WAS_NAN,AVLAND2_WAS_NAN,AVTOT2_WAS_NAN,EXLAND2_WAS_NAN,EXTOT2_WAS_NAN,Latitude_WAS_NAN,Longitude_WAS_NAN
R4,2,45.83709694359836,106.55358316896779,nan_val,25.0,169039,12034,76068,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,12034.0,62213.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.717906,-74.003135,101.0 category,1.0 category,31.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,very popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,26.0,469559,30780,211302,30780.0,211302.0,6800.0,38.35627666741522,58.19472798653954,30780.0,172984.0,30780.0,172984.0,2018/19,MANHATTAN,40.709311,-74.017764,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,56.0,564052,5742,253823,98540.41012852485,94934.0,5110.0,38.35627666741522,58.19472798653954,5742.0,245957.0,417960.1818181818,91788.0,2018/19,MANHATTAN,40.717898,-74.006273,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,very popular,1,1,0,1,0,1,1,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,23.0,214639,14987,96588,14987.0,96588.0,6800.0,38.35627666741522,58.19472798653954,14987.0,87178.0,14987.0,87178.0,2018/19,MANHATTAN,40.70927,-74.016487,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,12.0,253593,11955,114117,2450.0,2450.0,1017.0,38.35627666741522,58.19472798653954,11955.0,88712.0,2450.0,2450.0,2018/19,MANHATTAN,40.70587,-74.007617,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,44.0,530849,9366,238882,98540.41012852485,46137.0,5110.0,132.0,115.0,9366.0,210692.0,417960.1818181818,40499.0,2018/19,MANHATTAN,40.705209,-74.009998,101.0 category,1.0 category,9.0 category,Battery Park City-Lower Manhattan,rich,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R1,2C,45.83709694359836,106.55358316896779,nan_val,6.0,512336,30656,136250,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.717621,-74.002247,101.0 category,1.0 category,31.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,not popular,1,1,0,1,1,1,1,1,1,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,13.0,1027395,82818,462328,2450.0,2450.0,1017.0,57.0,110.0,82818.0,423216.0,2450.0,2450.0,2018/19,MANHATTAN,40.710372,-74.008062,101.0 category,1.0 category,1502.0 category,Battery Park City-Lower Manhattan,poor,popular,1,1,0,0,0,0,0,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,28.0,238274,14742,107223,14742.0,107223.0,6800.0,38.35627666741522,58.19472798653954,14742.0,97967.0,14742.0,97967.0,2018/19,MANHATTAN,40.707977,-74.016729,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,very rich,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,122.0,104.0,nan_val,18.0,172723,14099,77725,14099.0,77725.0,6800.0,38.35627666741522,58.19472798653954,14099.0,70103.0,14099.0,70103.0,2018/19,MANHATTAN,40.709709,-74.01656,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,0,0,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,8.0,645568,49862,290506,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,49862.0,270048.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.719868,-74.007652,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,not popular,1,1,0,1,1,1,1,0,0,1,1,0,0
RW,4,45.83709694359836,106.55358316896779,nan_val,11.0,330021,6309,148509,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,6309.0,116766.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.709938,-74.012235,101.0 category,1.0 category,13.0 category,Battery Park City-Lower Manhattan,poor,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,11.0,456234,33432,205305,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,33432.0,178915.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.714445,-74.008589,101.0 category,1.0 category,21.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
RB,4,45.83709694359836,106.55358316896779,nan_val,6.0,108906,15742,49008,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,15742.0,41712.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.717247,-73.99917,103.0 category,1.0 category,29.0 category,Chinatown,poor,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,44.0,291101,5136,130995,98540.41012852485,25300.0,5110.0,132.0,115.0,5136.0,115536.0,417960.1818181818,22208.0,2018/19,MANHATTAN,40.705209,-74.009998,101.0 category,1.0 category,9.0 category,Battery Park City-Lower Manhattan,rich,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,36.0,593807,44975,267213,98540.41012852485,46260.0,1925.0,115.0,298.0,44975.0,223316.0,417960.1818181818,46260.0,2018/19,MANHATTAN,40.705486,-74.007874,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,27.0,385845,29436,173630,29436.0,173630.0,6800.0,38.35627666741522,58.19472798653954,29436.0,159879.0,29436.0,159879.0,2018/19,MANHATTAN,40.709506,-74.018002,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,19.0,715676,12941,322054,98540.41012852485,335868.59502753214,nan_val,50.0,130.0,12941.0,265995.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.718024,-74.003903,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,1,1,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,17.0,189857,17372,85436,98540.41012852485,21307.0,1925.0,38.35627666741522,58.19472798653954,17372.0,78613.0,417960.1818181818,21307.0,2018/19,MANHATTAN,40.708184,-74.007787,101.0 category,1.0 category,1502.0 category,Battery Park City-Lower Manhattan,poor,popular,1,1,0,1,0,1,1,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,28.0,308722,19101,138925,19101.0,138925.0,6800.0,38.35627666741522,58.19472798653954,19101.0,126934.0,19101.0,126934.0,2018/19,MANHATTAN,40.707977,-74.016729,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,rich,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,30.0,552342,51884,248554,98540.41012852485,60640.0,1925.0,38.35627666741522,58.19472798653954,51884.0,233647.0,417960.1818181818,60640.0,2018/19,MANHATTAN,40.706021,-74.011332,101.0 category,1.0 category,9.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,1,1,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,11.0,234532,29188,105539,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,29188.0,94621.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.715221,-74.01124,101.0 category,1.0 category,21.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,very popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,36.0,593807,44975,267213,98540.41012852485,46260.0,1925.0,115.0,298.0,44975.0,223316.0,417960.1818181818,46260.0,2018/19,MANHATTAN,40.705486,-74.007874,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,17.0,523551,27595,235598,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,27595.0,205397.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.716407,-74.004783,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,very popular,1,1,0,1,1,1,1,0,0,1,1,0,0
C7,2,25.0,100.0,E,5.0,1390000,90000,625500,98540.41012852485,335868.59502753214,nan_val,25.0,50.0,90000.0,479520.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.718041,-73.997619,102.0 category,1.0 category,41.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,46.0,367668,6931,165451,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,9269.0,226417.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.71086,-74.007005,101.0 category,1.0 category,1501.0 category,Battery Park City-Lower Manhattan,poor,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,42.0,219449,27080,98752,98540.41012852485,6703.0,1925.0,261.0,185.0,27080.0,92298.0,417960.1818181818,6703.0,2018/19,MANHATTAN,40.706531,-74.011022,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R0,2,248.0,120.0,nan_val,66.0,0,0,0,98540.41012852485,335868.59502753214,nan_val,248.0,120.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.7064,-74.008043,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,not popular,0,0,0,1,1,0,0,1,1,1,1,0,0
R4,2,171.0,100.0,nan_val,15.0,1890764,47922,850844,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,47922.0,723713.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.721367,-74.008911,101.0 category,1.0 category,39.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,0,0,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,9.0,245171,19590,110327,19590.0,110327.0,6800.0,38.35627666741522,58.19472798653954,19590.0,96403.0,19590.0,96403.0,2018/19,MANHATTAN,40.709097,-74.017104,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R1,2C,45.83709694359836,106.55358316896779,nan_val,5.0,561469,19661,138342,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.718062,-74.010007,101.0 category,1.0 category,39.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,not popular,1,1,0,1,1,1,1,1,1,1,1,0,0
R1,2C,45.83709694359836,106.55358316896779,nan_val,7.0,974856,41994,407664,98540.41012852485,76914.0,5110.0,50.0,82.0,263137.93891102256,1090139.6525896415,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.722226,-74.010718,101.0 category,1.0 category,39.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,1,1,0,1,0,0,0,1,1,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,9.0,156201,10302,70290,10302.0,70290.0,6800.0,38.35627666741522,58.19472798653954,10302.0,62642.0,10302.0,62642.0,2018/19,MANHATTAN,40.708037,-74.017656,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
OTHER_BUILDING_CLASS,4,236.0,290.0,nan_val,31.0,206303000,40500000,92836350,98540.41012852485,335868.59502753214,nan_val,115.0,246.0,40500000.0,86332882.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.704215,-74.011559,101.0 category,1.0 category,9.0 category,Battery Park City-Lower Manhattan,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,33.0,575577,24840,259010,24840.0,259010.0,6800.0,200.0,198.0,24840.0,234788.0,24840.0,234788.0,2018/19,MANHATTAN,40.70706,-74.016519,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,0,0,0,0,0,0,0,0
OTHER_BUILDING_CLASS,2,144.0,145.0,nan_val,25.0,81216000,7200000,36547200,98540.41012852485,8768299.0,1925.0,143.0,140.0,7200000.0,34476198.0,417960.1818181818,8768299.0,2018/19,MANHATTAN,40.705749,-74.008342,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,not popular,0,0,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,175.0,nan_val,12.0,520749,19226,234337,98540.41012852485,335868.59502753214,nan_val,61.0,175.0,19226.0,204870.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.716825,-74.00391,101.0 category,1.0 category,31.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,very popular,1,0,0,1,1,0,0,0,0,1,1,0,0
R4,2,133.0,122.0,nan_val,15.0,229905,22275,103457,22275.0,103457.0,6800.0,38.35627666741522,58.19472798653954,22275.0,91595.0,22275.0,91595.0,2018/19,MANHATTAN,40.710118,-74.016574,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,0,0,0,0,0,1,1,0,0,0,0,0,0
R4,2,45.83709694359836,175.0,nan_val,12.0,755896,27907,340153,98540.41012852485,335868.59502753214,nan_val,61.0,175.0,27907.0,297383.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.716825,-74.00391,101.0 category,1.0 category,31.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,very popular,1,0,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,38.0,334393,41293,150477,98540.41012852485,27854.0,1925.0,151.0,149.0,41293.0,140305.0,417960.1818181818,27854.0,2018/19,MANHATTAN,40.707665,-74.010135,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,25.0,152619,10867,68679,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,10867.0,56171.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.717906,-74.003135,101.0 category,1.0 category,31.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,very popular,1,1,0,1,1,1,1,0,0,1,1,0,0
RB,4,45.83709694359836,106.55358316896779,nan_val,35.0,7441727,754090,3348777,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,754090.0,3123339.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.70727,-74.004314,101.0 category,1.0 category,1502.0 category,Battery Park City-Lower Manhattan,rich,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,63.0,148727,26028,66927,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,21410.0,62309.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.715111,-74.012528,101.0 category,1.0 category,21.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,1,1,0,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,45.0,165481,7375,74466,98540.41012852485,14852.0,1925.0,78.0,179.0,7375.0,68424.0,417960.1818181818,14852.0,2018/19,MANHATTAN,40.706358,-74.016151,101.0 category,1.0 category,13.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,30.0,440433,41372,198195,98540.41012852485,48353.0,1925.0,38.35627666741522,58.19472798653954,41372.0,186308.0,417960.1818181818,48353.0,2018/19,MANHATTAN,40.706021,-74.011332,101.0 category,1.0 category,9.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,1,1,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,5.7279127725856265,512494,27031,230622,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,27031.0,205297.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.713843,-74.01379,101.0 category,1.0 category,21.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,very popular,1,1,1,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,5.7279127725856265,1553048,73062,698872,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,73086.0,661115.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.712633,-74.00791,101.0 category,1.0 category,21.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,1,1,1,1,1,1,1,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,27.0,492667,9936,221700,9936.0,221700.0,6800.0,38.35627666741522,58.19472798653954,9936.0,220792.0,9936.0,220792.0,2018/19,MANHATTAN,40.717524,-74.015469,101.0 category,1.0 category,31703.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,122.0,104.0,nan_val,18.0,198777,16227,89450,16227.0,89450.0,6800.0,38.35627666741522,58.19472798653954,16227.0,80682.0,16227.0,80682.0,2018/19,MANHATTAN,40.709709,-74.01656,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,0,0,0,0,0,1,1,0,0,0,0,0,0
R4,2,50.0,176.0,nan_val,7.0,490409,62767,220684,98540.41012852485,335868.59502753214,nan_val,50.0,176.0,62767.0,196954.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.716704,-74.007063,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,38.0,188411,9960,84785,98540.41012852485,335868.59502753214,nan_val,175.0,146.0,9960.0,79550.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.707731,-74.013706,101.0 category,1.0 category,13.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,1,0,0,0,0,1,1,0,0
O5,4,33.0,100.0,nan_val,6.0,5151000,639000,2317950,98540.41012852485,335868.59502753214,nan_val,33.0,100.0,639000.0,1862110.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.704651,-74.01157,101.0 category,1.0 category,9.0 category,Battery Park City-Lower Manhattan,poor,not popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,20.0,595725,5495,268076,98540.41012852485,99140.0,5110.0,38.35627666741522,58.19472798653954,5495.0,245780.0,417960.1818181818,90222.0,2018/19,MANHATTAN,40.714879,-74.006345,101.0 category,1.0 category,21.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,very popular,1,1,0,1,0,1,1,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,5.7279127725856265,542233,34866,244005,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,34866.0,233309.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.704937,-74.007069,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,popular,1,1,1,1,1,1,1,0,0,1,1,0,0
R4,2,74.0,175.0,nan_val,6.0,534501,50357,240525,98540.41012852485,335868.59502753214,nan_val,75.0,176.0,50357.0,211614.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.716281,-74.007691,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,0,0,0,1,1,0,0,0,0,1,1,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,36.0,372903,28243,167806,98540.41012852485,29051.0,1925.0,115.0,298.0,28243.0,140238.0,417960.1818181818,29051.0,2018/19,MANHATTAN,40.705486,-74.007874,101.0 category,1.0 category,7.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,1,0,0,0,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,32.0,616924,31197,277616,98540.41012852485,50561.0,5110.0,38.35627666741522,58.19472798653954,31197.0,263302.0,417960.1818181818,47698.0,2018/19,MANHATTAN,40.715757,-74.011493,101.0 category,1.0 category,21.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,very popular,1,1,0,1,0,1,1,0,0,1,0,0,0
R4,2,45.83709694359836,106.55358316896779,nan_val,44.0,264186,15756,118884,15756.0,118884.0,6800.0,38.35627666741522,58.19472798653954,15756.0,97164.0,15756.0,97164.0,2018/19,MANHATTAN,40.708809,-74.016116,101.0 category,1.0 category,31704.0 category,Battery Park City-Lower Manhattan,poor,very popular,1,1,0,0,0,1,1,0,0,0,0,0,0
R4,2,98.0,62.0,nan_val,7.0,462499,38461,208125,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,38461.0,172629.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.715746,-74.00821,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,0,0,0,1,1,1,1,0,0,1,1,0,0
RB,4,45.83709694359836,106.55358316896779,nan_val,5.7279127725856265,806277,42257,362825,98540.41012852485,335868.59502753214,nan_val,38.35627666741522,58.19472798653954,42257.0,282510.0,417960.1818181818,1008947.8133408072,2018/19,MANHATTAN,40.717914,-74.003153,101.0 category,1.0 category,33.0 category,SoHo-TriBeCa-Civic Center-Little Italy,poor,popular,1,1,1,1,1,1,1,0,0,1,1,0,0
